track_key	file_accession	experiment	model_accession	model	track_type	format	assay	target	biosample	tissue	organ	system	strand	score_type	qc_flag
ENCFF109GSM	ENCFF109GSM	ENCSR673SGK	ENCSR317PHW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BCL6B	HEK293	cell-line	cell-line	cell-line	minus	none	passed
ENCFF246IKG	ENCFF246IKG	ENCSR673SGK	ENCSR317PHW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BCL6B	HEK293	cell-line	cell-line	cell-line	plus	none	passed
ENCFF047WKF	ENCFF047WKF	ENCSR888QFJ	ENCSR298UPH	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHA15	HepG2	cell-line	cell-line	cell-line	minus	none	passed
ENCFF249UIP	ENCFF249UIP	ENCSR888QFJ	ENCSR298UPH	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHA15	HepG2	cell-line	cell-line	cell-line	plus	none	passed
ENCFF341XXC	ENCFF341XXC	ENCSR000DYJ	ENCSR748VCW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF951BKW	ENCFF951BKW	ENCSR000DYJ	ENCSR748VCW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	A549	cell-line	cell-line	cell-line	plus	none	passed
ENCFF152ZCW	ENCFF152ZCW	ENCSR987MTA	ENCSR342AKH	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	GM12878	cell-line	cell-line	cell-line	minus	none	passed
ENCFF235XLI	ENCFF235XLI	ENCSR000DZJ	ENCSR239UVB	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	GM12878	cell-line	cell-line	cell-line	minus	none	passed
ENCFF002TNI	ENCFF002TNI	ENCSR000DZJ	ENCSR239UVB	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	GM12878	cell-line	cell-line	cell-line	plus	none	passed
ENCFF634JMG	ENCFF634JMG	ENCSR987MTA	ENCSR342AKH	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	GM12878	cell-line	cell-line	cell-line	plus	none	passed
ENCFF133OPN	ENCFF133OPN	ENCSR000BID	ENCSR485MPU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	HepG2	cell-line	cell-line	cell-line	minus	none	passed
ENCFF769DMI	ENCFF769DMI	ENCSR000EDT	ENCSR185XMD	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	HepG2	cell-line	cell-line	cell-line	minus	none	passed
ENCFF034ZPY	ENCFF034ZPY	ENCSR000BID	ENCSR485MPU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	HepG2	cell-line	cell-line	cell-line	plus	none	passed
ENCFF134WBE	ENCFF134WBE	ENCSR000EDT	ENCSR185XMD	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	HepG2	cell-line	cell-line	cell-line	plus	none	passed
ENCFF025EJT	ENCFF025EJT	ENCSR957KYB	ENCSR695LTU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	IMR-90	cell-line	cell-line	cell-line	minus	none	passed
ENCFF828LZM	ENCFF828LZM	ENCSR957KYB	ENCSR695LTU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	IMR-90	cell-line	cell-line	cell-line	plus	none	passed
ENCFF490CZG	ENCFF490CZG	ENCSR000EGV	ENCSR789BUU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	K562	cell-line	cell-line	cell-line	minus	none	passed
ENCFF159QVU	ENCFF159QVU	ENCSR000EGV	ENCSR789BUU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BHLHE40	K562	cell-line	cell-line	cell-line	plus	none	passed
ENCFF577ITC	ENCFF577ITC	ENCSR754GYI	ENCSR103PKW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BNC2	SK-N-SH	cell-line	cell-line	cell-line	minus	none	passed
ENCFF971EKA	ENCFF971EKA	ENCSR754GYI	ENCSR103PKW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	BNC2	SK-N-SH	cell-line	cell-line	cell-line	plus	none	passed
ENCFF312SMH	ENCFF312SMH	ENCSR860UHK	ENCSR898TRL	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CBFB	GM12878	cell-line	cell-line	cell-line	minus	none	passed
ENCFF920TDD	ENCFF920TDD	ENCSR860UHK	ENCSR898TRL	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CBFB	GM12878	cell-line	cell-line	cell-line	plus	none	passed
ENCFF195PZI	ENCFF195PZI	ENCSR479RZV	ENCSR392OOL	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CBFB	HepG2	cell-line	cell-line	cell-line	minus	none	passed
ENCFF673YJA	ENCFF673YJA	ENCSR479RZV	ENCSR392OOL	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CBFB	HepG2	cell-line	cell-line	cell-line	plus	none	passed
ENCFF653HRU	ENCFF653HRU	ENCSR116NDV	ENCSR869FJD	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CBFB	K562	cell-line	cell-line	cell-line	minus	none	passed
ENCFF726DHH	ENCFF726DHH	ENCSR116NDV	ENCSR869FJD	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CBFB	K562	cell-line	cell-line	cell-line	plus	none	passed
ENCFF751EQT	ENCFF751EQT	ENCSR142IGM	ENCSR470KOS	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPA	HepG2	cell-line	cell-line	cell-line	minus	none	passed
ENCFF705CEI	ENCFF705CEI	ENCSR142IGM	ENCSR470KOS	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPA	HepG2	cell-line	cell-line	cell-line	plus	none	passed
ENCFF011KZH	ENCFF011KZH	ENCSR269IUA	ENCSR354GWM	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF178IWM	ENCFF178IWM	ENCSR853DWE	ENCSR104TSU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF221QQX	ENCFF221QQX	ENCSR299ILN	ENCSR484BEY	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF261XRG	ENCFF261XRG	ENCSR606ZTC	ENCSR646YTU	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF336TZC	ENCFF336TZC	ENCSR752AQK	ENCSR592NTA	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF372AMS	ENCFF372AMS	ENCSR701TCU	ENCSR858CXQ	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF617YVJ	ENCFF617YVJ	ENCSR447ZMS	ENCSR499GKM	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF633WJL	ENCFF633WJL	ENCSR375BUB	ENCSR371YSK	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF647ZHH	ENCFF647ZHH	ENCSR474DCX	ENCSR613GGY	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF665BJM	ENCFF665BJM	ENCSR182OZC	ENCSR817FCW	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF677NYJ	ENCFF677NYJ	ENCSR216GEB	ENCSR837GTG	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF802IWM	ENCFF802IWM	ENCSR000BUB	ENCSR532EMH	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF814OON	ENCFF814OON	ENCSR190VMK	ENCSR193DUC	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
ENCFF946IRO	ENCFF946IRO	ENCSR000DYI	ENCSR369ECF	BPNet	normalized predicted signal profile	bigWig	ChIP-seq	CEBPB	A549	cell-line	cell-line	cell-line	minus	none	passed
